,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
100003828124,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,6GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,4.5万+,2500万像素,荣耀V20,12月,3199.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
2195032,其他,其他,其他,其他,其他,2个,2070mAh,飞利浦（Philips）,Micro USB,1.3万+,无,E170,7月,199.00,1个,30万像素,240*320,TFT,2.4英寸,106g,2015年
26932618119,八核,-,--,4GB,32GB,2个,3340mAh（典型容量）,华为（HUAWEI）,Micro USB,1.2万+,800万像素,-,10月,999.00,2个,1600+200万像素,2160*1080,其他,其他,约165g(含电池),2017年
17286186378,八核,--,--,4GB,32GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Micro USB,700+,800万像素,荣耀 畅玩8C,以官网信息为准,802.00,1个,1300+200万像素,其他,其他,6.26英寸,167.2g,2018年
32475467026,,,麒麟710,其他,其他,2个,3750mAh（典型值）,,,4500+,,荣耀8X,9月,1088.00,,,697416,IPS,6.5英寸,约175克（含电池）,2018年
47766223925,,,麒麟980,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,100+,,荣耀20PRO,6月,3229.00,后置四摄,,2340×1080,其他,6.26英寸,约182g,2019年
26660995455,其他,以官网信息为准,Kirin 970,6GB,64GB,2个,3400mAh(典型值）,,Type-C,3200+,2400万像素,Emily-AL00B,3月,2788.00,2个,1200万像素,其他,TFT,5.8英寸,165,2018年
40351503262,,,麒麟980,,,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,2500+,,荣耀V20,12月,2899.80,后置单摄,,2310*1080,IPS,6.4英寸,约180克,2018年
20911711672,,,其他,6GB,64GB,2个,3750mAh（典型值）3650mAh（额定值）,华为（HUAWEI）,,3400+,,荣耀V10,以官网信息为准,1968.00,,,659074,其他,5.99英寸,约172克（含电池）,2017年
45637881263,八核,--,麒麟710F,其他,其他,2个,3400mAh（典型值） 3320mAh（最小值）,华为（HUAWEI）,Micro USB,100+,3200万像素,荣耀20i,4月,1288.00,3个,2400万+800万+200万像素,2340*1080,IPS,6.21英寸,约164克（含电池）,2019年
16588283650,,,其他,其他,其他,1个,以官网信息为准,,Lightning（iPhone）,1500+,,以官网信息为准,9月,4579.00,,,596120,其他,5.5英寸,以官网信息为准,2017年
100002582633,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,6GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,3.8万+,2500万像素,荣耀V20,12月,3599.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
43734948548,,,麒麟710,,,2个,3340mAh（典型值）,,Type-C,2000+,,nova 4e 手机,3月,1999.00,后置三摄,,2312*1080,LTPS,6.15英寸,约159克（含电池）,2019年
100001263564,八核,2×Cortex A76 2.6GHz+ 2×Cortex A76 1.92GHz  + 4×Cortex A55 1.8GHz ,麒麟980,6GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,2.8万+,2400万像素,Mate 20,10月,4499.00,3个,1600万像素+1200万像素+800万像素,2244*1080,TFT,6.53英寸,约188克（含电池）,2018年
100001263538,八核,2×Cortex A76 2.6GHz+ 2×Cortex A76 1.92GHz  + 4×Cortex A55 1.8GHz ,麒麟980,6GB,64GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,2.7万+,2400万像素,Mate 20,10月,3999.00,3个,1600万像素+1200万像素+800万像素,2244*1080,TFT,6.53英寸,约188克（含电池）,2018年
32503898295,,,麒麟710,,,2个,3750mAh（典型值） 3650mAh（额定值）,华为（HUAWEI）,Micro USB,2500+,,荣耀8X,9月,1599.00,后置双摄,,2340*1080,IPS,6.5英寸,约175克,2018年
100003828120,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,3.3万+,2500万像素,荣耀V20,12月,3699.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
100002582631,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,3.3万+,2500万像素,荣耀V20,12月,4099.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
29225162472,,,Helio A22,,,2个,3000mAh（typ）/2900mAh（min）,小米（MI）,Micro USB,2.4万+,,红米6A,6月,515.00,后置单摄,,1440*720,其他,5.45英寸,145,2018年
33552558715,,,其他,其他,其他,2个,3200（典型值）,,,1100+,500万像素,魅族V8,9月,675.00,,1300万像素,1440*720,其他,5.7英寸,145,2018年
40144008005,,,骁龙450,,,2个,4230mAh（典型值）,OPPO,Micro USB,7000+,,OPPO A5,12月,799.00,后置双摄,,596120,TFT,6.2英寸,168g,2018年
26652299286,,,其他,,,2个,4000mAh(典型值）,,Type-C,2900+,,CLT-AL00,4月,3398.00,后置三摄,,其他,OLED,6.1英寸,约180g(含电池),2018年
48436699752,,,其他,,,2个,4035mAh（典型值）,OPPO,Type-C,1300+,,OPPO Reno Z,6月,2299.00,后置双摄,,754689,AMOLED,6.4英寸,约186g,2019年
33278877170,,,骁龙845（SDM845）,,,2个,以官网信息为准,小米（MI）,Type-C,2.5万+,,小米8,5月,1898.00,后置双摄,,596120,AMOLED,6.21英寸,以官网信息为准,2018年
100002582629,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,2.1万+,2500万像素,荣耀V20,12月,4099.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
100003828126,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,2.1万+,2500万像素,荣耀V20,12月,3699.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
100003242545,八核,8xA53 1.8GHz,骁龙450,4GB,64GB,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,1.6万+,800万像素,华为畅享9,12月,1349.00,2个,1300万+200万像素,1520x720,TFT,6.26英寸,约168克（含电池）,2018年
48276217416,,,麒麟980,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,200+,,荣耀20,6月,2699.00,后置四摄,,754689,TFT LCD（IPS）,6.26英寸,约174g,2019年
100003828144,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,1万+,2500万像素,荣耀V20,12月,3699.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
100002582627,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,128GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Type-C,1万+,2500万像素,荣耀V20,12月,4099.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
49640162641,,,骁龙855,8GB,128GB,2个,4000(typ)\3900(min),小米（MI）,Type-C,100+,,K20pro,5月,2799.00,,,697416,其他,6.39英寸,约191,2019年
32027812412,,,,其他,其他,2个,0,华为（HUAWEI）,Type-C,9000+,1600万像素,0,6月,1919.00,,1600+200万像素,2340*1080,其他,6.3英寸,0,2018年
41566114375,,,骁龙855,,,2个,3300mAh(typ) ,小米（MI）,Type-C,4800+,,小米9,以官网信息为准,2938.00,后置三摄,,2340*1080,AMOLED,6.39英寸,173g,2019年
41441482360,八核,以官网信息为准,其他,,,2个,约3750,,Micro USB,900+,1600万像素,荣耀8x,9月,1495.00,2个,2000万像素,2340*1080,IPS,6.5英寸,约175,2018年
33273233673,,,骁龙660（AIE）,,,2个,3350（typ）/ 3250 ( min ),小米（MI）,Type-C,7500+,,小米8青春版,9月,1328.00,后置双摄,,2280x1080,其他,6.26英寸,169,2018年
26267549434,,,其他,,,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,8900+,,荣耀10青春版,11月,1528.00,后置双摄,,596120,其他,6.21英寸,约162克,2018年
42703965414,,,骁龙675,6GB,128GB,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,1800+,,红米Note7Pro,3月,1409.00,,,2340*1080,其他,6.3英寸,186,2019年
39552919026,,,骁龙450,,,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,400+,,华为畅享9,12月,1099.00,后置双摄,,1520x720,TFT,6.26英寸,168,2018年
4289116,其他,其他,其他,其他,其他,2个,1400,,Micro USB,4.2万+,无,E132X,以官网信息为准,149.00,1个,30万像素,240*320,其他,2.4英寸,240,2016年
47867426887,,,骁龙855,,,2个,4000,,Type-C,2100+,,7 Pro,5月,4599.00,后置三摄,,729589,AMOLED,其他英寸,206,2019年
25547963027,,,其他,,,1个,以官网信息为准,,Lightning（iPhone）,7400+,,以官网信息为准,9月,3599.00,后置单摄,,605491,其他,4.7英寸,以官网信息为准,2017年
42971194474,,,骁龙855,,,2个,4100mAh（典型值）,三星（SAMSUNG）,Type-C,300+,,三星 Galaxy S10+,3月,10999.00,后置三摄,,3040*1440,Dynamic AMOLED,6.4英寸,175,2019年
11297488460,,,其他,其他,其他,2个,以官网信息为准,诺基亚（NOKIA）,Micro USB,1.3万+,,230DS,1月,369.00,,,596118,其他,2.8英寸,91.8,2016年
8790543,八核,2.2,骁龙710,6GB,64GB,2个,3600,锤子（smartisan）,Type-C,17万+,1600万像素,坚果Pro 2S,8月,1298.00,2个,1200+500万像素,2160*1080,AMOLED,6.01,167g,2018年
36542486192,,,其他,,,2个,3800mAh,三星（SAMSUNG）,Type-C,1900+,,SM-A9200,以官网信息为准,2048.00,后置四摄,,2220 x 1080,其他,6.3英寸,183g,2018年
48923749886,,,,,,,,,,2000+,,,,5648.00,,,,,,,
28637462905,,,其他,,,1个,800,诺基亚（NOKIA）,Mini USB,8800+,,105,8月,149.00,无后置摄像头,,240*400,其他,1.8英寸,70,2017年
48239742214,,,骁龙710,,,2个,3765mAh,OPPO,Type-C,700+,,官网信息为准,5月,1999.00,后置双摄,,697416,AMOLED,6.53英寸,官网信息为准,2019年
49639851342,,,骁龙730,6GB,128GB,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,200+,,红米K20,5月,2099.00,,,697416,其他,6.39英寸,191,2019年
39879888362,,,,8GB,128GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,500+,,华为nova4,12月,2799.00,,,737156,LCD,6.4英寸,172,2018年
25531193076,八核,2.36 GHz / 1.8GHz,Kirin 970,6GB,64GB,2个,3750mAh（典型值）3650mAh（额定值）,华为（HUAWEI）,Type-C,6700+,1300万像素,荣耀V10,10月,1998.00,2个,2000万+1600万像素,2160*1080,IPS,5.99英寸,约172g,2017年
6069878,单核,260MHZ,其他,其他,其他,2个,800,天语（K-Touch）,Micro USB,3.6万+,无,Q21,6月,79.00,无,无,240*320以下,TFT,1.8英寸,85,2018年
34662350590,,,麒麟980,6GB,128GB,2个,4200mAh,,Type-C,1800+,,mate20,10月,4499.00,,,729589,OLED,6.39 英寸,约189g,2018年
34658915936,,,麒麟980,,,2个,5000mAh（典型值）,,Type-C,1600+,,Mate 20 X,10月,5099.00,后置三摄,,728961,OLED,7.2英寸,约232克（含电池）,2018年
48751371423,,,骁龙730,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,100+,,Redmi K20,5月,2099.00,后置三摄,,697416,其他,6.39英寸,191,2019年
29742837617,八核,以官网信息为准,--,6GB,128GB,2个,3750mAh（典型值）,,Type-C,6500+,其他,PAR-AL00,7月,2399.00,2个,2400万+1600万像素,2340*1080,TFT,6.3英寸,约166克（含电池）,2018年
47024721478,,,其他,4GB,32GB,2个,4000mAh（典型值） 3900mAh（最小值）,华为（HUAWEI）,Micro USB,3200+,,荣耀畅玩8C,10月,849.00,,,699383,IPS,6.26英寸,167.2g,2018年
38237578599,,,骁龙450,3GB,32GB,2个,4230mAh（典型值）,OPPO,Micro USB,2600+,,A5,12月,799.00,,,596120,TFT,6.2英寸,168g,2018年
34615545912,,,骁龙660（MSM8976Plus）,4GB,128GB,2个,5000mAh（典型值）,华为（HUAWEI）,Micro USB,800+,,畅享Max,10月,1199.00,,,683887,TFT,,约210克（含电池）,2018年
29922024374,,,其他,,,2个,4230mAh（典型值）,OPPO,Micro USB,1.6万+,,A5,7月,1199.00,后置双摄,,1520*720,TFT,6.2英寸,168g,2018年
48762704915,,,骁龙855,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,300+,,Redmi K20pro,5月,2599.30,后置三摄,,754689,其他,6.39 英寸,191,2019年
49231663391,八核,以官网信息为准,麒麟980,8GB,256GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,100+,3200万像素,荣耀20,6月,2999.00,4个,4800万+1600万+200万像素,2340×1080,TFT LCD（IPS）,6.26英寸,约174g,2019年
47679522875,,,麒麟980,8GB,128GB,2个,4000mAh（典型值）,,Type-C,90+,,荣耀20Pro,6月,3199.00,,,754689,TFT LCD（IPS）,6.26英寸,182g,2019年
42913375103,,,其他,,,2个,4030,vivo,Micro USB,2.1万+,,U1,2月,899.00,后置双摄,,1520x720,LCD,6.2英寸,163.5g,2019年
29313713229,八核,参照官网,麒麟980,8GB,128GB,2个,3500mAh（典型值）,,Type-C,1100+,1600万+200万像素,Magic2,10月,2488.00,3个,2400万+1600万像素,2340*1080,AMOLED,6.39 英寸,约206克（含电池）,2018年
32787352993,,,其他,,,2个,3750mAh（典型值）,华为（HUAWEI）,Micro USB,1900+,,荣耀8X,以官网信息为准,1639.00,后置双摄,,697416,IPS,6.5英寸,约175克（含电池）,2018年
100003138763,八核,1 Gold Prime 2.84GHz + 3 Gold 2.42GHz + 4 Sliver 1.79GHz,骁龙855,8GB,128GB,2个,4000mAh,联想（lenovo）,Type-C,6500+,3200万像素,Lenovo Z6 Pro,4月,2799.00,4个,4800万+1600万+800万+200万像素,2340*1080,OLED,6.39 英寸,185,2019年
43558108839,八核,以官网信息为准,--,4GB,64GB,2个,4000mAh（typ）,小米（MI）,,700+,800万像素,Redmi7,以官网信息为准,875.00,,1200万+200万像素,1520x720,其他,6.26英寸,约180克,2019年
34696853530,,,麒麟980,,,2个,4200Amh,华为（HUAWEI）,Type-C,2900+,,Mate 20 pro,10月,4499.00,后置三摄,,729589,OLED,6.39 英寸,约189克（含电池）,2018年
27776915673,,,其他,,,2个,4000mAH,华为（HUAWEI）,Type-C,1700+,,Mate9,11月,1388.00,后置双摄,,683870,TFT,5.9英寸,190g,2016年
34693782052,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,1000+,,Mate 20 Pro,10月,4499.00,后置三摄,,3120x1440,OLED,6.39 英寸,约189克（含电池）,2018年
32206867876,,,Helio P22,,,2个,3000mAh（typ）,小米（MI）,Micro USB,6400+,,红米6,6月,805.00,后置双摄,,1440*720,其他,5.45英寸,146,2018年
32657256872,,,其他,3GB,64GB,2个,4230,OPPO,Micro USB,5800+,,OPPOA5,4月,899.00,,,699383,LTPS,,159g,2018年
44038082965,,,其他,3GB,64GB,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,1200+,,华为畅享 9e,3月,999.00,,,748370,其他,,约150克（含电池）,2019年
100004850586,单核,.。,其他,其他,其他,1个,800,中兴（ZTE）,其他,1.7万+,无,K1,3月,99.00,1个,8万像素,240*320以下,其他,1.8英寸,65,2019年
28208891925,八核,0,Kirin 970,6GB,128GB,2个,0,华为（HUAWEI）,Type-C,6100+,1300万像素,0,以官网信息为准,2268.00,2个,2400万+1600万像素,其他,AMOLED,其他,0,2018年
47256391021,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,100+,,HUAWEI P30 Pro,4月,5988.00,后置四摄,,754689,OLED,6.47英寸,192,2019年
28976036653,八核 + 微智核i7,以官网信息为准,Kirin 970,6GB,64GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,2000+,1600万像素,荣耀PLAY,6月,1628.00,2个,1600+200万像素,其他,其他,6.3英寸,约176克（含电池）,2018年
100002507061,八核,2×Cortex-A76 Based 2.6GHz+ 2×Cortex-A76 Based 1.92GHz  + 4×Cortex-A55 1.8GHz,麒麟980,8GB,256GB,2个,4000mAh（典型值） 3900mAh（最小值）,,Type-C,8000+,2500万像素,荣耀V20,12月,4199.00,2个,4800万像素,2310*1080,IPS,6.4英寸,约180克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,2018年
29320314351,八核,4×Cortex A53 2.3GHz+4×Cor,MT6765,3GB,64GB,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,7700+,800万像素,畅享9e,3月,749.00,1个,1300万像素,1560*720,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
38249399434,八核,以官网数据为准,其他,4GB,64GB,2个,4000mAh(典型值) 3900mAh(小值),华为（HUAWEI）,Micro USB,900+,800万像素,荣耀畅玩8c,10月,1059.00,2个,1300万+200万像素,1520x720,其他,6.26英寸,167.2g实际尺寸测量方法的不同可能有所差异,2018年
46565384874,,,骁龙675,,,2个,3700,vivo,Micro USB,500+,,S1Pro,5月,2398.00,后置三摄,,697416,AMOLED,6.39英寸,185,2019年
100001964366,八核,1.8,SDM450B,4GB,64GB,2个,4230mAh（典型值）,,Micro USB,1万+,1600万像素,A7,11月,1499.00,2个,1300+200万像素,1520x720,其他,6.2英寸,158,2018年
41084681053,,,,,,,,,,900+,,,,6499.00,,,,,,,
100003534969,八核,-,710,4GB,64GB,2个,3210,魅族（MEIZU）,Type-C,9600+,2000万像素,魅族X8,9月,1298.00,2个,1200+500万像素,2220 x 1080,LCD,6.2英寸,160,2018年
42497751185,八核,以官网信息为准,骁龙855,8GB,128GB,2个,4000,vivo,Type-C,400+,2x1200万像素（2400万感光单元）,iQOO,3月,2998.00,3个,无,2340*1080,Super AMOLED,其他,196,2019年
100002755653,其他,0.26GHz,其他,其他,其他,2个,4000,,Micro USB,1.6万+,无,L9,8月,168.00,1个,30万像素,240*320,TFT,2.4英寸,198,2018年
38334569579,,,麒麟710F,4GB,128GB,2个,4000mAh(典型值）,华为（HUAWEI）,Micro USB,1200+,1600万+200万像素,畅享9plus,10月,1799.00,,1300万+200万像素,2340*1080,TFT,6.5英寸,约173g(含电池),2018年
43553298669,八核,以官网信息为准,骁龙675,6GB,128GB,2个,4000,,Type-C,400+,1300万像素,以官网信息为准,3月,1398.00,2个,4800万+500万像素,2340*1080,其他,6.3英寸,186,2019年
50540058624,,,麒麟980,,,2个,3500（典型值）,,Type-C,90+,,以官网数据为准,6月,2999.00,后置四摄,,2340×1080,其他,6.39 英寸,以官网数据为准,2019年
8797292,单核,-,其他,其他,其他,1个,800,天语（K-Touch）,其他,1.1万+,无,Q21C,以官网信息为准,139.00,无,无,240*320,TFT,1.8英寸,85,2018年
43291909881,八核,-,麒麟710,其他,其他,2个,3340mAh,华为（HUAWEI）,Type-C,500+,3200万像素,nova4e,3月,1999.00,3个,2400万+800万+200万像素,2310*1080,LTPS,6.15英寸,约159克（含电池）,2019年
43687555521,八核,8xA53 1.8GHz,其他,,,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,400+,800万像素,华为畅享9,以官网信息为准,1049.00,2个,1300万+200万像素,1520x720,TFT,6.26英寸,约168克（含电池）,2018年
33200962933,,,其他,,,2个,3340mAh（典型容量）,华为（HUAWEI）,Micro USB,5800+,,荣耀畅玩7X,10月,945.00,后置单摄,,659074,IPS,其他英寸,165    以官网信息为准,2017年
26720607795,,,其他,6GB,128GB,2个,4000,华为（HUAWEI）,Micro USB,7400+,,畅享9plus,10月,1799.00,,,596120,TFT,6.5英寸,约173g(含电池) ,2018年
44539043293,,,麒麟980,,,2个,3650,华为（HUAWEI）,Type-C,200+,,HUAWEI P30,4月,4288.00,后置三摄,,2340*1080,OLED,6.1英寸,165,2019年
4270049,单核,312MHz,其他,,,2个,1400,天语（K-Touch）,Micro USB,1.5万+,无,T5,3月,199.00,1个,30万像素,240*320,TFT,2.8英寸,110,2017年
25533160226,,,其他,,,2个,以官网信息为准,小米（MI）,Type-C,1.1万+,,小米8,5月,1978.00,后置双摄,,其他,其他,6.21英寸,约175g,2018年
6598139,其他,其他,其他,其他,其他,2个,1450,飞利浦（Philips）,Micro USB,2.1万+,无,E186A,2月,169.00,1个,8万像素,240*320,TFT,2.4英寸,95,2018年
30988216522,八核,其他,Kirin 970,6GB,64GB,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,7400+,1600万像素,play,以官网信息为准,1699.00,2个,1600+200万像素,2340*1080,其他,6.3英寸,约176,2018年
49620127565,八核,4*Cortex A73 2.2GHz+4*Cor,麒麟710,其他,其他,2个,3340mAh（典型值）,华为（HUAWEI）,Micro USB,3800+,2400万+200万像素,nova3i,8月,1289.00,2个,1600+200万像素,2340*1080,TFT,6.3英寸,146g,2018年
50698631440,,,麒麟980,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,10+,,Mate 20,10月,3499.00,后置三摄,,以官网信息为准,TFT,6.53英寸,约188克（含电池）,2018年
100001860763,其他,其他,其他,其他,其他,2个,1050,飞利浦（Philips）,Mini USB,1万+,无,E218L,以官网信息为准,298.00,1个,30万像素,240*320,TFT,2.4英寸,120,2018年
51343551244,,,麒麟710F,,,2个,4000mAh(典型值）,华为（HUAWEI）,Micro USB,600+,,畅享9 Plus,10月,1268.00,后置三摄,,697416,TFT,6.5英寸,约173g(含电池),2018年
